1,1,0,15180,48,-72,-72,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,14720,33,-70,-79,1,1,0,1,0,0,0,0,0,2000,2000,0
1,1,0,8050,30,-81,-78,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,28820,171,-23,40,1,1,0,1,0,0,0,0,0,3000,3000,0
1,1,0,12640,57,-63,-52,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,63760,195,-73,-65,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,207930,614,-6,18,1,2,2,0,0,0,0,0,0,1000,700,0
1,1,0,48990,194,-27,-3,1,1,0,1,0,0,0,0,0,4000,4000,0
1,1,0,100190,303,54,52,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,247620,675,4,25,1,1,1,0,0,0,0,0,0,500,500,0
1,1,0,41950,135,-39,-36,1,1,0,1,0,0,0,0,0,5000,5000,0
1,1,0,53250,140,-19,-31,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,166180,448,-30,-19,1,1,1,0,0,0,0,0,0,400,400,0
1,1,0,64540,215,0,9,1,1,0,1,0,0,0,0,0,6000,6000,0
1,1,0,75670,207,18,4,1,1,1,0,0,0,0,0,0,600,600,0
1,2,1,225040,575,-3,5,1,2,0,2,0,0,0,0,0,7000,6000,0
1,2,0,31290,117,-52,-41,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,22890,81,-63,-58,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,13170,59,-77,-67,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,8900,38,-83,-77,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,13250,32,-71,-79,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,11710,70,-72,-47,1,1,0,1,0,0,0,0,0,4000,4000,0
1,1,0,10640,62,-68,-43,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,45630,155,49,52,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,424650,1069,1,7,1,2,0,2,0,0,0,0,0,6000,4000,0
1,1,0,38820,213,-82,-57,1,1,0,1,0,0,0,0,0,4000,4000,0
1,1,0,56960,200,-70,-58,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,212260,729,-50,-28,1,2,1,1,0,0,0,0,0,1400,1000,0
1,1,0,42950,172,-76,-61,1,1,0,1,0,0,0,0,0,6000,6000,0
1,1,1,172290,437,-57,-55,1,1,1,0,0,0,0,0,0,600,600,0
1,1,1,395110,1043,46,40,1,3,0,3,0,0,0,0,0,6000,2000,0
1,1,0,51320,239,11,23,1,1,0,1,0,0,0,0,0,6000,6000,0
1,1,1,144880,361,-46,-52,1,1,0,1,0,0,0,0,0,2000,2000,0
1,1,1,477750,1132,86,60,1,3,3,0,0,0,0,0,0,1500,600,0
1,1,0,71840,255,54,28,1,1,0,1,0,0,0,0,0,6000,6000,0
1,1,1,127360,351,-54,-53,1,1,1,0,0,0,0,0,0,700,700,1
1,1,1,514800,1369,95,94,1,7,4,2,1,0,0,0,0,15700,10000,0
1,1,0,69440,266,41,30,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,28460,117,-45,-45,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,23220,112,-53,-45,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,16630,81,-65,-59,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,8750,47,-80,-75,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,20150,64,-51,-62,1,1,0,1,0,0,0,0,0,5000,5000,0
1,1,0,15590,82,-59,-48,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,102720,265,-64,-66,1,2,1,1,0,0,0,0,0,2700,2000,0
1,1,1,250030,687,-8,-5,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,39510,204,12,40,1,1,0,1,0,0,0,0,0,5000,5000,0
1,2,0,64200,198,86,35,1,1,1,0,0,0,0,0,0,500,500,0
1,2,1,309010,983,15,38,2,2,1,1,0,0,0,0,0,1800,1000,0
1,2,0,59060,264,65,85,2,1,0,1,0,0,0,0,0,6000,6000,0
1,2,0,66510,215,93,50,2,1,1,0,0,0,0,0,0,300,300,0
1,2,1,248900,739,-9,0,2,1,1,0,0,0,0,0,0,400,400,0
1,2,0,51620,186,51,34,1,1,0,1,0,0,0,0,0,7000,7000,0
1,2,0,45150,140,24,-4,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,60460,191,56,29,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,18330,91,-57,-43,1,1,0,1,0,0,0,0,0,4000,4000,0
1,1,0,50580,134,15,-18,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,269070,767,-1,4,1,2,2,0,0,0,0,0,0,800,400,0
1,1,0,37360,171,-21,0,1,1,0,1,0,0,0,0,0,4000,4000,0
1,1,1,372770,975,37,32,1,3,3,0,0,0,0,0,0,1400,700,0
1,1,0,44180,203,-10,13,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,32070,138,-36,-23,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,31540,121,-32,-30,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,46380,133,6,-16,1,1,0,1,0,0,0,0,0,5000,5000,0
1,1,0,18160,78,-57,-48,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,147520,472,-2,-6,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,202640,588,-33,-41,1,2,1,1,0,0,0,0,0,4300,4000,0
1,1,1,259110,1409,-11,46,1,1,1,0,0,0,0,0,0,900,900,0
1,1,0,40210,193,-71,-59,1,1,0,1,0,0,0,0,0,5000,5000,0
1,1,0,59210,175,-54,-61,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,590510,1780,23,-6,1,1,1,0,0,0,0,0,0,800,800,0
1,1,0,75930,305,-38,-27,1,1,0,1,0,0,0,0,0,6000,6000,0
1,1,0,73030,240,25,7,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,317360,1068,-36,-44,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,227990,734,-52,-59,1,2,1,1,0,0,0,0,0,4300,4000,0
1,1,0,96080,433,60,92,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,210960,773,-44,-35,1,1,0,1,0,0,0,0,0,5000,5000,0
1,1,0,24900,159,-57,-29,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,302440,1250,-16,9,1,2,2,0,0,0,0,0,0,600,300,0
1,1,0,46160,250,-16,15,1,1,0,1,0,0,0,0,0,6000,6000,0
